 # Thu Nov  6 16:49:06 2008
 # MSTW 2008 LO PDF grid for eigenvector   3.
 # distance(t),tolerance(T) =   3.0613  3.03266658
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.68183
 # alphaS(MZ) = 0.13939
 # alphaSorder,alphaSnfmax = 0, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv
  1.3348E+02  1.1914E+00  1.1938E+00  4.7122E-01  0.0000E+00  0.0000E+00  2.0187E-04  2.6213E-03 -3.6916E-04
  1.3904E+02  1.7603E+00  1.7628E+00  1.0467E+00  0.0000E+00  0.0000E+00  2.1885E-04  2.7242E-03 -3.7443E-04
  1.4453E+02  2.1956E+00  2.1982E+00  1.4870E+00  0.0000E+00  0.0000E+00  2.3257E-04  2.8039E-03 -3.7841E-04
  1.5416E+02  2.8042E+00  2.8069E+00  2.1022E+00  0.0000E+00  0.0000E+00  2.5243E-04  2.9146E-03 -3.8382E-04
  1.5416E+02  2.8042E+00  2.8069E+00  2.1022E+00  1.4996E-06  0.0000E+00  2.5243E-04  2.9146E-03 -3.8382E-04
  1.6384E+02  3.3412E+00  3.3440E+00  2.6445E+00  6.1233E-01  0.0000E+00  2.7032E-04  3.0100E-03 -3.8836E-04
  1.7556E+02  3.8816E+00  3.8844E+00  3.1899E+00  1.1987E+00  0.0000E+00  2.8834E-04  3.1027E-03 -3.9268E-04
  1.8776E+02  4.3735E+00  4.3764E+00  3.6860E+00  1.7286E+00  0.0000E+00  3.0450E-04  3.1832E-03 -3.9636E-04
  2.0145E+02  4.8739E+00  4.8768E+00  4.1903E+00  2.2642E+00  0.0000E+00  3.2054E-04  3.2610E-03 -3.9984E-04
  2.1830E+02  5.4419E+00  5.4449E+00  4.7624E+00  2.8682E+00  0.0000E+00  3.3815E-04  3.3440E-03 -4.0351E-04
  2.3497E+02  5.9711E+00  5.9741E+00  5.2951E+00  3.4277E+00  0.0000E+00  3.5394E-04  3.4167E-03 -4.0666E-04
